Symbol,Date,Close,Volume
PETR4.SA,2024-05-20 00:00:00-03:00,32.62228012084961,40400400.0
PETR4.SA,2024-05-21 00:00:00-03:00,32.560142517089844,27967400.0
PETR4.SA,2024-05-22 00:00:00-03:00,33.00398254394531,36528800.0
PETR4.SA,2024-05-23 00:00:00-03:00,32.675540924072266,47987800.0
PETR4.SA,2024-05-24 00:00:00-03:00,32.49800491333008,23684700.0
PETR4.SA,2024-05-27 00:00:00-03:00,32.85308074951172,13623300.0
PETR4.SA,2024-05-28 00:00:00-03:00,33.554344177246094,46437700.0
PETR4.SA,2024-05-29 00:00:00-03:00,33.50996780395508,29246800.0
PETR4.SA,2024-05-31 00:00:00-03:00,34.43314743041992,53929400.0
PETR4.SA,2024-06-03 00:00:00-03:00,34.246742248535156,43454500.0
PETR4.SA,2024-06-04 00:00:00-03:00,33.86503601074219,34090200.0
PETR4.SA,2024-06-05 00:00:00-03:00,33.909420013427734,18627100.0
PETR4.SA,2024-06-06 00:00:00-03:00,34.06919860839844,25944100.0
PETR4.SA,2024-06-07 00:00:00-03:00,32.79093551635742,46003600.0
PETR4.SA,2024-06-10 00:00:00-03:00,33.28804016113281,32560900.0
PETR4.SA,2024-06-11 00:00:00-03:00,33.43006896972656,31131300.0
PETR4.SA,2024-06-12 00:00:00-03:00,32.70265579223633,52182400.0
PETR4.SA,2024-06-13 00:00:00-03:00,32.37398147583008,46233500.0
PETR4.SA,2024-06-14 00:00:00-03:00,31.661869049072266,53534900.0
PETR4.SA,2024-06-17 00:00:00-03:00,31.780555725097656,40941800.0
PETR4.SA,2024-06-18 00:00:00-03:00,32.77569580078125,36180700.0
PETR4.SA,2024-06-19 00:00:00-03:00,32.80308151245117,20776200.0
PETR4.SA,2024-06-20 00:00:00-03:00,33.3234748840332,39442900.0
PETR4.SA,2024-06-21 00:00:00-03:00,33.4969367980957,43340200.0
PETR4.SA,2024-06-24 00:00:00-03:00,33.83474349975586,24599400.0
PETR4.SA,2024-06-25 00:00:00-03:00,33.80734634399414,18572600.0
PETR4.SA,2024-06-26 00:00:00-03:00,33.862125396728516,25553200.0
PETR4.SA,2024-06-27 00:00:00-03:00,34.42817306518555,37731000.0
PETR4.SA,2024-06-28 00:00:00-03:00,34.738582611083984,22019700.0
PETR4.SA,2024-07-01 00:00:00-03:00,35.26810836791992,24963500.0
PETR4.SA,2024-07-02 00:00:00-03:00,35.15854263305664,33346200.0
PETR4.SA,2024-07-03 00:00:00-03:00,34.54685974121094,38509400.0
PETR4.SA,2024-07-04 00:00:00-03:00,34.072113037109375,32698800.0
PETR4.SA,2024-07-05 00:00:00-03:00,34.25470733642578,32758800.0
PETR4.SA,2024-07-08 00:00:00-03:00,35.09463882446289,48845900.0
PETR4.SA,2024-07-09 00:00:00-03:00,35.08551025390625,34832500.0
PETR4.SA,2024-07-10 00:00:00-03:00,34.756839752197266,32899700.0
PETR4.SA,2024-07-11 00:00:00-03:00,34.99421691894531,17229400.0
PETR4.SA,2024-07-12 00:00:00-03:00,34.82987976074219,15779100.0
PETR4.SA,2024-07-15 00:00:00-03:00,35.14942169189453,22969200.0
PETR4.SA,2024-07-16 00:00:00-03:00,35.05812072753906,19637000.0
PETR4.SA,2024-07-17 00:00:00-03:00,35.24071502685547,24606100.0
PETR4.SA,2024-07-18 00:00:00-03:00,35.17680358886719,21315500.0
PETR4.SA,2024-07-19 00:00:00-03:00,35.32288360595703,30593100.0
PETR4.SA,2024-07-22 00:00:00-03:00,34.61989212036133,25807800.0
PETR4.SA,2024-07-23 00:00:00-03:00,34.172542572021484,25284700.0
PETR4.SA,2024-07-24 00:00:00-03:00,34.446434020996094,23863800.0
PETR4.SA,2024-07-25 00:00:00-03:00,34.400779724121094,19562600.0
PETR4.SA,2024-07-26 00:00:00-03:00,34.36426544189453,32043200.0
PETR4.SA,2024-07-29 00:00:00-03:00,33.670406341552734,39790000.0
PETR4.SA,2024-07-30 00:00:00-03:00,33.46042251586914,16040700.0
PETR4.SA,2024-07-31 00:00:00-03:00,34.15428161621094,28561100.0
PETR4.SA,2024-08-01 00:00:00-03:00,33.63388442993164,29756300.0
PETR4.SA,2024-08-02 00:00:00-03:00,32.620487213134766,36483900.0
PETR4.SA,2024-08-05 00:00:00-03:00,32.59309768676758,44765900.0
PETR4.SA,2024-08-06 00:00:00-03:00,33.15913772583008,36009000.0
PETR4.SA,2024-08-07 00:00:00-03:00,33.113494873046875,25020500.0
PETR4.SA,2024-08-08 00:00:00-03:00,33.64301300048828,29870300.0
PETR4.SA,2024-08-09 00:00:00-03:00,33.33260726928711,66082100.0
PETR4.SA,2024-08-12 00:00:00-03:00,34.09037399291992,39655100.0
PETR4.SA,2024-08-13 00:00:00-03:00,33.88039016723633,28557200.0
